shape,n_points,eig_index,eigenvalue,uncanon_score,is_uncanonicalizable,spectral_gap
symmetria/airplane/inst01_noise0.010,1023,1,0.04411149,0.615743,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,2,0.05430031,0.225917,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,3,0.07567202,0.440952,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,4,0.15864172,0.379184,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,5,0.20880187,0.653354,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,6,0.32457542,0.241259,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,7,0.38378766,0.149716,True,0.04411149
symmetria/airplane/inst01_noise0.010,1023,8,0.49455095,0.115202,True,0.04411149
symmetria/airplane/inst01_noise0.010,1023,9,0.60124919,0.249694,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,10,0.73789104,0.044729,True,0.04411149
symmetria/airplane/inst01_noise0.010,1023,11,0.79851044,0.191164,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,12,0.89645090,0.384189,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,13,0.96503465,0.170214,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,14,1.03494268,0.269491,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,15,1.12534182,0.125493,True,0.04411149
symmetria/airplane/inst01_noise0.010,1023,16,1.22669479,0.182704,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,17,1.29209365,0.467284,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,18,1.35351135,0.166479,False,0.04411149
symmetria/airplane/inst01_noise0.010,1023,19,1.63084761,0.243235,False,0.04411149
symmetria/airplane/inst01_noise0.050,1023,0,0.00000000,2.000000,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,1,0.05779370,0.175009,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,2,0.06726923,0.193974,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,3,0.08651046,0.375310,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,4,0.18702594,0.270335,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,5,0.30773811,0.827750,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,6,0.39422446,0.197163,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,7,0.44710329,0.240671,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,8,0.55672851,0.148442,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,9,0.72422190,0.134101,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,10,0.76332732,0.094946,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,11,0.92586255,0.339321,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,12,0.97593268,0.055714,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,13,1.05272358,0.094340,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,14,1.07940785,0.306182,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,15,1.20826891,0.140675,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,16,1.30277129,0.161775,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,17,1.51300632,0.177485,False,0.05779370
symmetria/airplane/inst01_noise0.050,1023,18,1.68448736,0.126064,True,0.05779370
symmetria/airplane/inst01_noise0.050,1023,19,1.72010919,0.170277,False,0.05779370
symmetria/airplane/inst02_noise0.000,1023,0,-0.00000000,2.000000,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,1,0.04584747,0.695995,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,2,0.05769914,0.438165,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,3,0.07230975,0.499621,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,4,0.15222108,0.285198,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,5,0.28503555,0.842367,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,6,0.32495768,0.095874,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,7,0.38477776,0.148147,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,8,0.47795047,0.210910,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,9,0.59658793,0.157122,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,10,0.65385822,0.177213,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,11,0.83323236,0.280847,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,12,0.90128973,0.166136,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,13,1.01431448,0.205058,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,14,1.05020916,0.123298,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,15,1.11900362,0.050575,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,16,1.13068752,0.383401,False,0.04584747
symmetria/airplane/inst02_noise0.000,1023,17,1.43459845,0.135661,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,18,1.59015809,0.102900,True,0.04584747
symmetria/airplane/inst02_noise0.000,1023,19,1.60939492,0.315707,False,0.04584747
symmetria/airplane/inst02_noise0.010,1023,0,-0.00000000,2.000000,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,1,0.04547496,0.598353,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,2,0.05861056,0.404354,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,3,0.07238764,0.574879,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,4,0.15156595,0.281433,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,5,0.29240076,0.828702,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,6,0.33147481,0.098338,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,7,0.38438902,0.148696,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,8,0.47975614,0.228851,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,9,0.59583129,0.179182,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,10,0.66188635,0.152890,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,11,0.85879584,0.163381,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,12,0.91723860,0.135239,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,13,1.01248316,0.199370,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,14,1.06009744,0.090653,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,15,1.12241904,0.189648,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,16,1.14485190,0.348441,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,17,1.45971380,0.157981,False,0.04547496
symmetria/airplane/inst02_noise0.010,1023,18,1.59665453,0.117336,True,0.04547496
symmetria/airplane/inst02_noise0.010,1023,19,1.64220477,0.220729,False,0.04547496
symmetria/airplane/inst02_noise0.050,1023,0,-0.00000000,2.000000,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,1,0.05201645,0.624321,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,2,0.06466378,0.428114,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,3,0.08252512,0.453230,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,4,0.16462408,0.285293,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,5,0.30162964,0.998243,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,6,0.37485044,0.242784,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,7,0.41573495,0.146719,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,8,0.54331043,0.213313,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,9,0.65588102,0.266920,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,10,0.79887834,0.124789,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,11,0.88049326,0.195722,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,12,0.99532831,0.293901,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,13,1.05145955,0.415273,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,14,1.12199034,0.157960,False,0.05201645
symmetria/airplane/inst02_noise0.050,1023,15,1.17842698,0.103860,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,16,1.22735999,0.098816,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,17,1.56352136,0.108326,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,18,1.72205348,0.060765,True,0.05201645
symmetria/airplane/inst02_noise0.050,1023,19,1.78387251,0.184847,False,0.05201645
symmetria/airplane/inst03_noise0.000,1023,0,-0.00000000,2.000000,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,1,0.05497206,0.627474,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,2,0.06435956,0.055663,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,3,0.08793451,0.509663,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,4,0.17446961,0.360458,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,5,0.35464037,0.262371,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,6,0.44230687,0.098756,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,7,0.54413919,0.207911,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,8,0.58267612,0.533437,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,9,0.62163722,0.165258,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,10,0.86164240,0.179313,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,11,0.90458268,0.130288,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,12,0.98208258,0.075413,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,13,1.03013786,0.072692,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,14,1.07474318,0.207345,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,15,1.09550637,0.246274,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,16,1.27921561,0.307992,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,17,1.38649405,0.138739,True,0.05497206
symmetria/airplane/inst03_noise0.000,1023,18,1.53924322,0.166563,False,0.05497206
symmetria/airplane/inst03_noise0.000,1023,19,1.68885342,0.297367,False,0.05497206
symmetria/airplane/inst03_noise0.010,1023,0,-0.00000000,2.000000,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,1,0.05523343,0.495252,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,2,0.06423514,0.121055,True,0.05523343
symmetria/airplane/inst03_noise0.010,1023,3,0.08509096,0.493834,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,4,0.17236798,0.348905,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,5,0.35221141,0.244118,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,6,0.43889283,0.113358,True,0.05523343
symmetria/airplane/inst03_noise0.010,1023,7,0.53810085,0.212628,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,8,0.57315253,0.498255,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,9,0.62174805,0.188802,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,10,0.82541583,0.150271,True,0.05523343
symmetria/airplane/inst03_noise0.010,1023,11,0.91626916,0.119850,True,0.05523343
symmetria/airplane/inst03_noise0.010,1023,12,0.98561276,0.168404,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,13,1.02623072,0.162971,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,14,1.06789213,0.094510,True,0.05523343
symmetria/airplane/inst03_noise0.010,1023,15,1.12124110,0.221927,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,16,1.27523719,0.331367,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,17,1.38191520,0.266065,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,18,1.59845474,0.277175,False,0.05523343
symmetria/airplane/inst03_noise0.010,1023,19,1.68270627,0.329164,False,0.05523343
symmetria/airplane/inst03_noise0.050,1023,0,-0.00000000,2.000000,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,1,0.06368782,0.615865,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,2,0.06978318,0.397601,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,3,0.09657180,0.382635,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,4,0.20164619,0.440273,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,5,0.44091380,0.223736,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,6,0.45226940,0.280554,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,7,0.58526579,0.272181,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,8,0.68783260,0.669897,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,9,0.78832087,0.181918,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,10,0.88864162,0.378759,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,11,0.93779395,0.064090,True,0.06368782
symmetria/airplane/inst03_noise0.050,1023,12,0.96017803,0.188872,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,13,1.04892299,0.265855,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,14,1.12873930,0.221854,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,15,1.25144344,0.062984,True,0.06368782
symmetria/airplane/inst03_noise0.050,1023,16,1.34084773,0.156396,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,17,1.52013707,0.276164,False,0.06368782
symmetria/airplane/inst03_noise0.050,1023,18,1.74363143,0.144023,True,0.06368782
symmetria/airplane/inst03_noise0.050,1023,19,1.84161235,0.307419,False,0.06368782
symmetria/airplane/inst04_noise0.000,1023,0,0.00000000,2.000000,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,1,0.04867536,0.501325,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,2,0.06640271,0.192040,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,3,0.10232921,0.336302,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,4,0.17087319,0.420524,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,5,0.24638139,0.811566,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,6,0.38633710,0.246177,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,7,0.40447419,0.276435,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,8,0.49993022,0.354498,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,9,0.69409499,0.186421,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,10,0.81582063,0.319964,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,11,0.83794830,0.088515,True,0.04867536
symmetria/airplane/inst04_noise0.000,1023,12,0.99401661,0.136262,True,0.04867536
symmetria/airplane/inst04_noise0.000,1023,13,1.07826508,0.250278,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,14,1.16361668,0.222436,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,15,1.18873095,0.145512,True,0.04867536
symmetria/airplane/inst04_noise0.000,1023,16,1.28217360,0.131101,True,0.04867536
symmetria/airplane/inst04_noise0.000,1023,17,1.38178124,0.301345,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,18,1.49858440,0.319957,False,0.04867536
symmetria/airplane/inst04_noise0.000,1023,19,1.62087383,0.339291,False,0.04867536
symmetria/airplane/inst04_noise0.010,1023,0,-0.00000000,2.000000,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,1,0.04957958,0.474117,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,2,0.06526301,0.199385,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,3,0.10104147,0.285973,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,4,0.16751275,0.445374,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,5,0.22876059,0.732063,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,6,0.38761751,0.255116,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,7,0.40576839,0.272363,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,8,0.50281508,0.331909,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,9,0.68321860,0.194739,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,10,0.79663998,0.151104,True,0.04957958
symmetria/airplane/inst04_noise0.010,1023,11,0.81024563,0.328231,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,12,0.96258766,0.224083,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,13,1.06020112,0.269939,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,14,1.18650602,0.131859,True,0.04957958
symmetria/airplane/inst04_noise0.010,1023,15,1.20200215,0.125012,True,0.04957958
symmetria/airplane/inst04_noise0.010,1023,16,1.24449483,0.090659,True,0.04957958
symmetria/airplane/inst04_noise0.010,1023,17,1.35416122,0.235764,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,18,1.50180941,0.431354,False,0.04957958
symmetria/airplane/inst04_noise0.010,1023,19,1.56084805,0.410971,False,0.04957958
symmetria/airplane/inst04_noise0.050,1023,0,-0.00000000,2.000000,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,1,0.05190847,0.593070,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,2,0.07363252,0.198255,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,3,0.10438798,0.383485,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,4,0.18978284,0.444629,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,5,0.27016601,0.726469,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,6,0.42495457,0.097489,True,0.05190847
symmetria/airplane/inst04_noise0.050,1023,7,0.46101221,0.241154,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,8,0.52767998,0.343809,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,9,0.76984776,0.200679,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,10,0.85559567,0.216559,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,11,0.87635976,0.153871,True,0.05190847
symmetria/airplane/inst04_noise0.050,1023,12,1.02593989,0.105359,True,0.05190847
symmetria/airplane/inst04_noise0.050,1023,13,1.12216497,0.178572,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,14,1.20112975,0.233950,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,15,1.24640104,0.361190,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,16,1.37481581,0.111980,True,0.05190847
symmetria/airplane/inst04_noise0.050,1023,17,1.40069675,0.161994,False,0.05190847
symmetria/airplane/inst04_noise0.050,1023,18,1.67146860,0.108535,True,0.05190847
symmetria/airplane/inst04_noise0.050,1023,19,1.67810607,0.271622,False,0.05190847
symmetria/airplane/inst05_noise0.000,1023,0,-0.00000000,2.000000,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,1,0.05119749,0.573298,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,2,0.06050294,0.453733,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,3,0.09004076,0.278110,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,4,0.16762207,0.331795,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,5,0.24909725,0.909272,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,6,0.31169574,0.344976,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,7,0.41189259,0.209251,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,8,0.48803268,0.335588,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,9,0.76113355,0.285316,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,10,0.80475191,0.096973,True,0.05119749
symmetria/airplane/inst05_noise0.000,1023,11,0.82487370,0.116490,True,0.05119749
symmetria/airplane/inst05_noise0.000,1023,12,0.87908168,0.263328,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,13,0.93456768,0.108533,True,0.05119749
symmetria/airplane/inst05_noise0.000,1023,14,1.07498047,0.239053,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,15,1.21632922,0.122678,True,0.05119749
symmetria/airplane/inst05_noise0.000,1023,16,1.23250021,0.155761,True,0.05119749
symmetria/airplane/inst05_noise0.000,1023,17,1.42985315,0.246142,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,18,1.54109485,0.306862,False,0.05119749
symmetria/airplane/inst05_noise0.000,1023,19,1.60520001,0.254634,False,0.05119749
symmetria/airplane/inst05_noise0.010,1023,0,-0.00000000,2.000000,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,1,0.05566525,0.391465,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,2,0.06245829,0.497128,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,3,0.09244103,0.306991,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,4,0.16765608,0.374737,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,5,0.24894394,0.859147,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,6,0.31102329,0.351064,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,7,0.41735649,0.230025,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,8,0.49089576,0.338950,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,9,0.76381439,0.273160,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,10,0.81013763,0.115523,True,0.05566525
symmetria/airplane/inst05_noise0.010,1023,11,0.85037158,0.088674,True,0.05566525
symmetria/airplane/inst05_noise0.010,1023,12,0.89252839,0.309798,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,13,0.96030169,0.109937,True,0.05566525
symmetria/airplane/inst05_noise0.010,1023,14,1.06523901,0.223282,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,15,1.20857720,0.174907,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,16,1.24466937,0.049799,True,0.05566525
symmetria/airplane/inst05_noise0.010,1023,17,1.43071486,0.202728,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,18,1.55011643,0.224875,False,0.05566525
symmetria/airplane/inst05_noise0.010,1023,19,1.61365451,0.307090,False,0.05566525
symmetria/airplane/inst05_noise0.050,1023,0,0.00000000,2.000000,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,1,0.06408633,0.189223,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,2,0.07288201,0.371733,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,3,0.10565814,0.326496,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,4,0.19686531,0.308731,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,5,0.31593196,0.881858,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,6,0.36579319,0.263045,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,7,0.47956269,0.204347,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,8,0.53631251,0.293973,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,9,0.88054909,0.205017,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,10,0.91148376,0.172768,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,11,0.93102530,0.095067,True,0.06408633
symmetria/airplane/inst05_noise0.050,1023,12,1.02240064,0.298445,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,13,1.14165582,0.212289,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,14,1.20074699,0.152780,True,0.06408633
symmetria/airplane/inst05_noise0.050,1023,15,1.29991306,0.167172,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,16,1.39022467,0.136801,True,0.06408633
symmetria/airplane/inst05_noise0.050,1023,17,1.65433160,0.103916,True,0.06408633
symmetria/airplane/inst05_noise0.050,1023,18,1.85686731,0.157669,False,0.06408633
symmetria/airplane/inst05_noise0.050,1023,19,1.88587262,0.138749,True,0.06408633
symmetria/airplane/inst06_noise0.000,1023,0,0.00000000,2.000000,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,1,0.04425482,0.379968,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,2,0.07011921,0.310681,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,3,0.08168356,0.589107,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,4,0.16242826,0.288917,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,5,0.31293486,0.765014,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,6,0.34461314,0.317134,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,7,0.38442257,0.095543,True,0.04425482
symmetria/airplane/inst06_noise0.000,1023,8,0.49110467,0.160262,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,9,0.61623660,0.123502,True,0.04425482
symmetria/airplane/inst06_noise0.000,1023,10,0.65687981,0.141317,True,0.04425482
symmetria/airplane/inst06_noise0.000,1023,11,0.88604646,0.267248,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,12,0.91644008,0.313424,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,13,0.95872373,0.279019,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,14,0.99603434,0.123468,True,0.04425482
symmetria/airplane/inst06_noise0.000,1023,15,1.06257027,0.317970,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,16,1.19268784,0.200541,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,17,1.32334017,0.232531,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,18,1.41309656,0.337836,False,0.04425482
symmetria/airplane/inst06_noise0.000,1023,19,1.54195961,0.303963,False,0.04425482
symmetria/airplane/inst06_noise0.010,1023,0,0.00000000,2.000000,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,1,0.04337870,0.400102,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,2,0.06769900,0.432280,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,3,0.07979934,0.560728,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,4,0.16466053,0.276173,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,5,0.32867087,0.330642,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,6,0.37022342,0.911057,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,7,0.38865181,0.087187,True,0.04337870
symmetria/airplane/inst06_noise0.010,1023,8,0.49480483,0.156106,True,0.04337870
symmetria/airplane/inst06_noise0.010,1023,9,0.61998753,0.157779,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,10,0.66755914,0.154534,True,0.04337870
symmetria/airplane/inst06_noise0.010,1023,11,0.89978062,0.245703,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,12,0.93140928,0.354557,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,13,0.98026660,0.312320,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,14,1.02273013,0.113425,True,0.04337870
symmetria/airplane/inst06_noise0.010,1023,15,1.05284822,0.297898,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,16,1.18845663,0.212336,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,17,1.31737359,0.178820,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,18,1.42620870,0.322405,False,0.04337870
symmetria/airplane/inst06_noise0.010,1023,19,1.55332021,0.291461,False,0.04337870
symmetria/airplane/inst06_noise0.050,1023,0,-0.00000000,2.000000,False,0.05240251
symmetria/airplane/inst06_noise0.050,1023,1,0.05240251,0.156889,False,0.05240251
symmetria/airplane/inst06_noise0.050,1023,2,0.07142723,0.476402,False,0.05240251
symmetria/airplane/inst06_noise0.050,1023,3,0.08854903,0.449274,False,0.05240251
symmetria/airplane/inst06_noise0.050,1023,4,0.18259102,0.269706,False,0.05240251
